,QID,Name,P21,P21ref,P91,P91ref,P6553,P6553ref,pronounsEn
1637690,Q42429948,Natalie Wynn,transgender female,,lesbianism,,,,
1638266,Q113581,Conchita Wurst,male,,homosexuality,,,,
1638284,Q230782,Nikki Blonsky,female,,gay,,,,
1638627,Q3423780,Reid Ewing,male,,homosexuality,,,,
1639594,Q18199509,Sofie Hagen,non-binary,,pansexuality,,,,
1639754,Q21290350,Hifa Cybe,female,,pansexuality,,,,
1639755,Q21290350,Hifa Cybe,female,,bisexuality,,,,
1640558,Q107008748,Kdin Jenzen,transgender female,,pansexuality,,L371,,they/them
1640559,Q107008748,Kdin Jenzen,transgender female,,pansexuality,,L484,,she/her
1640900,Q1593327,Keelin Winters,female,,lesbianism,,,,
1641725,Q16234742,Lady Leshurr,female,,pansexuality,,,,
1642118,Q26923777,Drew Tarver,male,,bisexuality,,,,
1642852,Q100708148,Aleah Jasmine,female,,bisexuality,,,,
1644845,Q15695825,Dennis Del Valle,male,,homosexuality,,,,
1644857,Q15844825,Wrabel,male,,homosexuality,,,,
1645100,Q16843606,Laci Green,female,,pansexuality,,,,
1645546,Q21005693,Stephen Dunn,male,,homosexuality,,,,
1646363,Q30086738,Edward Granger,male,,gay,,,,
1646855,Q52331635,Andrea Momoitio,female,,lesbianism,,,,
1646917,Q55262482,Martín Couto,male,,homosexuality,,,,
1647048,Q56290481,Dyllón Burnside,male,,non-heterosexuality,,,,
1647206,Q58836589,Jonathan Lyndon Chase,non-binary,,non-heterosexuality,,L371,,they/them
1647207,Q58836589,Jonathan Lyndon Chase,male,,non-heterosexuality,,L371,,they/them
1647614,Q63011331,Sophie Duker,female,,bisexuality,,,,
1647615,Q63041986,Kacen Callender,transgender male,,non-heterosexuality,,L371,,they/them
1647616,Q63041986,Kacen Callender,demiboy,,non-heterosexuality,,L371,,they/them
1647617,Q63041986,Kacen Callender,transgender male,,non-heterosexuality,,L485,,he/him
1647618,Q63041986,Kacen Callender,demiboy,,non-heterosexuality,,L485,,he/him
1647830,Q69902513,Natalia Zamilska,female,,homosexuality,,,,
1649957,Q100448895,Caroline Giuliani,female,,pansexuality,,,,
1651209,Q1703217,Ari-Pekka Liukkonen,male,,homosexuality,,,,
1651584,Q5021749,Callan Chythlook-Sifsof,female,,lesbianism,,,,
1651592,Q5055668,CeCe McDonald,transgender female,,bisexuality,,,,
1652070,Q11033517,Prince Stefan,male,,gay,,,,
1653039,Q48688208,Shea Couleé,non-binary,,gay,,,,
1653253,Q75076046,Kodo Nishimura,non-binary,,gay,,,,
1655343,Q18633801,Sebastian Tynkkynen,male,,bisexuality,,,,
1655826,Q30339350,Gabriel Attal,male,,homosexuality,,,,
1656136,Q71365153,Rob Gill,male,,homosexuality,,,,
1656581,Q440023,Emily Rios,female,,lesbianism,,,,
1656594,Q466051,Alia Shawkat,female,,bisexuality,,,,
1656773,Q1971455,Anastasia Bucsis,female,,non-heterosexuality,,,,
1657548,Q10299610,Ian Matos,male,,homosexuality,,,,
1657996,Q17745619,ILoveMakonnen,male,,homosexuality,,,,
1658432,Q28799881,Tendon Levey,male,,asexuality,,,,
1658520,Q41360496,Adam Mardel,male,,gay,,,,
1658542,Q43399825,Mikkel Eskil Mikkelsen,male,,gay,,,,
1659238,Q737387,Pablo Alborán,male,,homosexuality,,,,
1659261,Q983689,Sam Tsui,male,,homosexuality,,,,
1660049,Q7690167,Taylor Trensch,male,,homosexuality,,,,
1660329,Q13077226,Mary Lambert,female,,lesbianism,,,,
1663118,Q15846419,Shyla Jennings,female,,non-heterosexuality,,,,
1663937,Q50845422,Christopher Wylie,male,,homosexuality,,,,
1664085,Q63258426,Chasten Buttigieg,male,,gay,,,,
1664548,Q187337,Zelda Williams,female,,bisexuality,,,,
1664603,Q460732,Kristina Kristiansen,female,,lesbianism,,,,
1665164,Q4974413,Brooke Candy,female,,pansexuality,,,,
1665220,Q5363170,Elizabeth Marvelly,female,,bisexuality,,,,
1665799,Q15711660,Valyantsin Tsishko,male,,homosexuality,,,,
1665874,Q16225440,Susannah Townsend,female,,homosexuality,,,,
1666259,Q21872842,Jason Wise,male,,gay,,,,
1666542,Q30122337,James Kavanagh,male,,gay,,,,
1666611,Q43567875,Kevin Kühnert,male,,homosexuality,,,,
1667508,Q1972845,Martha McCabe,female,,lesbianism,,,,
1667953,Q6187385,Jessica Nigri,female,,bisexuality,,,,
1669902,Q289614,Cœur de pirate,female,,non-heterosexuality,,,,
1670129,Q2113902,Elena Delle Donne,female,,homosexuality,,,,
1670220,Q3183695,Jordan Gavaris,male,,homosexuality,,,,
1670251,Q3484521,Simona Meiler,female,,gay,,,,
1670410,Q5216224,Dani Daniels,female,,bisexuality,,,,
1673309,Q7929922,Viktorija Budrytė,female,,lesbianism,,,,
1673727,Q16843606,Laci Green,female,,pansexuality,,,,
1673969,Q20679767,Robert Manson,male,,homosexuality,,,,
1674127,Q24255653,Aida Domènech,female,,bisexuality,,,,
1674973,Q288956,Nadya Tolokonnikova,female,,pansexuality,,,,
1674987,Q350722,Adam Rippon,male,,homosexuality,,,,
1676722,Q33977717,Hank Chen,male,,homosexuality,,,,
1676811,Q54358658,Yanis Marshall,male,,homosexuality,,,,
1676953,Q70377133,Sophie Mercer,female,,non-heterosexuality,,,,
1677366,Q384849,Amini Fonua,male,,homosexuality,,,,
1679088,Q48780586,Larry Dean,male,,homosexuality,,,,
1679694,Q466091,Camryn Grimes,female,,bisexuality,,,,
1680658,Q5859457,Fernando Dente,male,,homosexuality,,,,
1680896,Q7815016,Tom Bosworth,male,,homosexuality,,,,
1681485,Q16212966,Jess Jonassen,female,,non-heterosexuality,,,,
1682176,Q21030814,Simon Porte Jacquemus,male,,homosexuality,,,,
1682441,Q23948723,Shiki Aoki,transgender male,,pansexuality,,,,
1683487,Q43379227,Sally Le Page,female,,gray asexuality,,,,
1683488,Q43379227,Sally Le Page,female,,non-heterosexuality,,,,
1683489,Q43379227,Sally Le Page,female,,bisexuality,,,,
1683490,Q43379227,Sally Le Page,female,,gay,,,,
1683581,Q52274632,Isaac Cole Powell,male,,homosexuality,,,,
1684133,Q60737294,Bowen Yang,male,,gay,,,,
1684494,Q69292784,Angie Kent,female,,pansexuality,,,,
1684808,Q75093360,Tahnee,female,,lesbianism,,,,
1686520,Q99772980,Cyrée Jarelle Johnson,transmasculine,,gay,,,,
1686577,Q101142834,Mauree Turner,non-binary,,non-heterosexuality,,L371,,they/them
1686578,Q101142834,Mauree Turner,non-binary,,non-heterosexuality,,L484,,she/her
1686881,Q106832180,Cynthia Blumen,female,,lesbianism,,,,
1687164,Q108059233,Emzo Kvaratskhelia,male,,homosexuality,,,,
1687985,Q2355026,Aiden Ashley,female,,bisexuality,,,,
1688854,Q13851321,Steve Grand,male,,homosexuality,,,,
1689003,Q16233557,Patrick M. Seymour,male,,demisexuality,,,,
1689743,Q42299363,Janelly Farías,female,,lesbianism,,,,
1689744,Q42308049,Nico Marchetti,male,,homosexuality,,,,
1690704,Q2235451,Patricia Yurena Rodríguez,female,,lesbianism,,,,
1690705,Q2235451,Patricia Yurena Rodríguez,female,,homosexuality,,,,
1691978,Q17318903,Aroha Savage,female,,lesbianism,,,,
1692438,Q26702637,Dominique Provost-Chalkley,non-binary,,non-heterosexuality,,,,
1692439,Q26702637,Dominique Provost-Chalkley,non-binary,,bisexuality,,,,
1692440,Q26702637,Dominique Provost-Chalkley,genderfluid,,non-heterosexuality,,,,
1692441,Q26702637,Dominique Provost-Chalkley,genderfluid,,bisexuality,,,,
1692897,Q63219332,Lyra McKee,female,,lesbianism,,,,
1692898,Q63219332,Lyra McKee,female,,homosexuality,,,,
1693027,Q76363044,Olivia Blake,female,,non-heterosexuality,,,,
1693266,Q100548003,Lluís Vall Carrillo,male,,homosexuality,,,,
1693279,Q102338984,Matt Rogers,male,,gay,,,,
1693413,Q126599,Kristen Stewart,female,,bisexuality,,,,
1693672,Q3240946,Lily Carter,female,,bisexuality,,,,
1693722,Q1764846,Lachlan Buchanan,male,,non-heterosexuality,,,,
1694164,Q6847791,Mike Manning,male,,bisexuality,,,,
1694903,Q18887880,Natasha Negovanlis,female,,pansexuality,,,,
1697301,Q15838455,Erika Linder,female,,lesbianism,,,,
1697630,Q18763607,GRiZ,male,,gay,,,,
1701047,Q56192255,Rosie Jones,female,,homosexuality,,,,
1702011,Q3610739,Alex Di Giorgio,male,,homosexuality,,,,
1702362,Q7088396,Olly Alexander,male,,gay,,,,
1703036,Q19878039,Evan Edinger,male,,demisexuality,,,,
1703716,Q58972438,Malcolm Kenyatta,male,,homosexuality,,,,
1704677,Q4354265,Adelaide Kane,female,,bisexuality,,,,
1704728,Q4921875,Black Spark,male,,bisexuality,,,,
1705270,Q15391946,Lucas Fischer,male,,homosexuality,,,,
1705573,Q18379401,Joel Creasey,male,,homosexuality,,,,
1705970,Q27909222,Kimberly Drew,female,,homosexuality,,,,
1706009,Q28840001,Rina Sawayama,female,,pansexuality,,,,
1708029,Q16233211,Todd Harrity,male,,homosexuality,,,,
1708805,Q30830393,Emil Rengle,male,,bisexuality,,,,
1709783,Q2925780,Brittney Griner,female,,homosexuality,,,,
1709927,Q4902495,Bianca Henninger,female,,lesbianism,,,,
1710846,Q19866122,Elise Bauman,female,,bisexuality,,,,
1710920,Q20747897,Amarna Miller,female,,pansexuality,,,,
1710921,Q20747897,Amarna Miller,female,,bisexuality,,,,
1712032,Q107043273,Arryn Zech,female,,bisexuality,,,,
1712050,Q229760,Rita Ora,female,,bisexuality,,,,
1712199,Q1742413,Kira Walkenhorst,female,,lesbianism,,,,
1712248,Q2483405,Šárka Pančochová,female,,gay,,,,
1712451,Q3928569,Rachele Bruni,female,,homosexuality,,,,
1712479,Q4685546,Adrianna Franch,female,,non-heterosexuality,,,,
1712775,Q15020877,Valentina Nappi,female,,pansexuality,,,,
1714355,Q214831,David Archuleta,male,,non-heterosexuality,,,,
1714389,Q448323,Ramona Bachmann,female,,lesbianism,,,,
1714419,Q590433,Anton Hysén,male,,homosexuality,,,,
1716143,Q60895918,Donna Missal,female,,bisexuality,,,,
1716305,Q83610427,Suzane,female,,lesbianism,,,,
1716326,Q87730223,Dana Terrace,female,,bisexuality,,,,
1716471,Q101189220,Jessica Benham,female,,bisexuality,,,,
1716475,Q101834415,Anthony Bowens,male,,homosexuality,,,,
1716625,Q331282,Tadd Fujikawa,male,,gay,,,,
1717018,Q2665604,Javier Calvo,male,,homosexuality,,,,
1719587,Q28967605,Rikki Poynter,female,,bisexuality,,,,
1720490,Q61710901,Klintelle Moore,transgender female,,bisexuality,,,,
1720644,Q64597246,Laura Kate Dale,transgender female,,lesbianism,,,,
1722067,Q90139818,Arnold Vargas,male,,non-heterosexuality,,,,
1722250,Q96658110,Jari Jones,transgender female,,lesbianism,,,,
1723550,Q108663405,Annefleur Schipper,female,,lesbianism,,,,
1725460,Q28086261,Lauren Duca,female,,non-heterosexuality,,,,
1725606,Q47464949,Yuto Sakai,male,,gay,,,,
1725616,Q48304866,Kiki Bandy,female,,lesbianism,,,,
1726232,Q167635,"Tyler, the Creator",male,,bisexuality,,,,
1726782,Q5523873,Garrett Clayton,male,,homosexuality,,,,
1727939,Q24249975,Víctor Gutiérrez,male,,homosexuality,,,,
1727992,Q25976177,Isadora Cerullo,female,,lesbianism,,,,
1728403,Q55956269,Ryan Jamaal Swain,male,,non-heterosexuality,,,,
1728502,Q63396770,Hig Roberts,male,,homosexuality,,,,
1728875,Q102502677,Mina Massimo,female,,bisexuality,,,,
1729220,Q2067209,Sabīne Niedola,female,,lesbianism,,,,
1729495,Q4388897,Javier Raya,male,,homosexuality,,,,
1730313,Q18637272,Carter Cruise,female,,non-heterosexuality,,,,
1730549,Q22003223,Jeffery Austin,male,,homosexuality,,,,
1730694,Q25396976,Anne-Marie,female,,non-heterosexuality,,,,
1731202,Q67187143,Tindra Frost,female,,pansexuality,,,,
1731296,Q76364081,Charlotte Nichols,female,,bisexuality,,,,
1731654,Q271385,Azealia Banks,female,,bisexuality,,,,
1731705,Q600368,Shaun Ross,male,,homosexuality,,,,
1731960,Q3806270,Jake Borelli,male,,homosexuality,,,,
1732050,Q4965751,Brianne Jenner,female,,lesbianism,,,,
1732826,Q18719441,Joey Graceffa,male,,homosexuality,,,,
1733099,Q13562635,Layshia Clarendon,non-binary,,non-heterosexuality,,L371,,they/them
1733100,Q13562635,Layshia Clarendon,non-binary,,non-heterosexuality,,L484,,she/her
1733101,Q13562635,Layshia Clarendon,non-binary,,non-heterosexuality,,L485,,he/him
1734129,Q98901190,Priyanka,male,,homosexuality,,,,
1734703,Q5213711,Daniel Howell,male,,gay,,,,
1735562,Q19867355,Rayvon Owen,male,,homosexuality,,,,
1735936,Q22278353,Parson James,male,,homosexuality,,,,
1736266,Q47507180,Péter Ungár,male,,homosexuality,,,,
1736611,Q59771419,Shoe0nHead,female,,bisexuality,,,,
1737048,Q2377185,Angel Haze,non-binary,,pansexuality,,,,
1737107,Q3266021,Lucy Spraggan,female,,homosexuality,,,,
1737250,Q3916703,Riley Reid,female,,bisexuality,,,,
1737656,Q14914898,Alexandra Shipp,female,,non-heterosexuality,,,,
1738081,Q19635627,Joe Thein,male,,homosexuality,,,,
1739360,Q106678686,Normunds Kindzulis,male,,homosexuality,,,,
1739807,Q5562443,Gilly Flaherty,female,,lesbianism,,,,
1741330,Q61712152,Mercy West,non-binary,,bisexuality,,,,
1743341,Q26232737,Eduardo Fernández Rubiño,male,,homosexuality,,,,
1743724,Q56473314,Harmony Reigns,female,,bisexuality,,,,
1744205,Q99485658,Natalia Grey,female,,bisexuality,,,,
1744307,Q640546,Danell Leyva,male,,pansexuality,,,,
1744308,Q640546,Danell Leyva,male,,bisexuality,,,,
1744857,Q9282773,Gus Kenworthy,male,,homosexuality,,,,
1745167,Q16729031,Fly Young Red,male,,homosexuality,,,,
1746127,Q59167711,Molly Ostertag,female,,lesbianism,,L484,,she/her
1746882,Q4101468,Genevieve Buechner,female,,bisexuality,,,,
1748436,Q64733277,Caitlin Kinnunen,female,,bisexuality,,,,
1749042,Q2914760,Tyler Clementi,male,,homosexuality,,,,
1749563,Q16233738,Rachel Daly,female,,non-heterosexuality,,,,
1749625,Q16466466,Derrick Gordon,male,,homosexuality,,,,
1749720,Q17523865,Keiynan Lonsdale,male,,bisexuality,,L485,,he/him
1749930,Q21062531,Noelle Stevenson,bigender,,lesbianism,,L371,,they/them
1749931,Q21062531,Noelle Stevenson,transmasculine,,lesbianism,,L371,,they/them
1749932,Q21062531,Noelle Stevenson,bigender,,lesbianism,,L484,,she/her
1749933,Q21062531,Noelle Stevenson,transmasculine,,lesbianism,,L484,,she/her
1749934,Q21062531,Noelle Stevenson,bigender,,lesbianism,,L485,,he/him
1749935,Q21062531,Noelle Stevenson,transmasculine,,lesbianism,,L485,,he/him
1751960,Q10307921,Johnny Massaro,male,,non-heterosexuality,,,,
1752336,Q16212966,Jess Jonassen,female,,non-heterosexuality,,,,
1752914,Q20090484,Colton Underwood,male,,homosexuality,,,,
1752977,Q20711121,Ryan Russell,male,,bisexuality,,,,
1753385,Q26209299,Marnie Simpson,female,,bisexuality,,,,
1753762,Q28992601,Amir Sarabadani,male,,homosexuality,,,,
1754843,Q63348196,Noemí Casquet,female,,bisexuality,,,,
1756721,Q98558359,Petersen Vargas,male,,homosexuality,,,,
1757441,Q108419169,Sara Giménez,female,,homosexuality,,,,
1759131,Q19520847,Sophie Vercruyssen,female,,lesbianism,,,,
1760076,Q69750156,Matkai Burmaster,male,,non-heterosexuality,,L371,,they/them
1760077,Q69750156,Matkai Burmaster,male,,non-heterosexuality,,L484,,she/her
1760078,Q69750156,Matkai Burmaster,male,,non-heterosexuality,,L485,,he/him
1760230,Q89341852,DreamDoll,female,,bisexuality,,,,
1760574,Q482912,Ana Marcela Cunha,female,,lesbianism,,,,
1762300,Q29050580,Sean Conroy,male,,homosexuality,,,,
1762463,Q49268385,Pauline Peyraud-Magnin,female,,lesbianism,,,,
1763071,Q98553610,Harry Needs,male,,bisexuality,,,,
1763140,Q105450807,Ash on LoL,female,,bisexuality,,,,
1763283,Q1545337,Gigi Gorgeous,transgender female,,lesbianism,,,,
1763336,Q2371478,Rafaela Silva,female,,lesbianism,,,,
1763605,Q6349276,Syd,female,,gay,,,,
1763660,Q6836900,Michelle-Lee Ahye,female,,lesbianism,,,,
1764310,Q18685733,Ricky Dillon,male,,gay,,,,
1764443,Q20745171,Nesthy Petecio,female,,lesbianism,,,,
1764761,Q27458833,Young M.A,female,,homosexuality,,,,
1764964,Q42295587,Zelimkhan Bakaev,male,,homosexuality,,,,
1764975,Q42907360,Jon Cozart,male,,bisexuality,,,,
1765131,Q57663652,Matthew Forgues,male,,homosexuality,,,,
1765650,Q102359648,Kristi Lovett,female,,pansexuality,,,,
1765758,Q541579,Jorik Hendrickx,male,,gay,,,,
1766523,Q15123969,Sam Smith,non-binary,,homosexuality,,L371,,they/them
1766966,Q20974010,Erica Lindbeck,female,,bisexuality,,,,
1768143,Q100388963,Charity Bangs,female,,bisexuality,,,,
1769108,Q16235152,Princess Nokia,non-binary,,bisexuality,,L371,,they/them
1769109,Q16235152,Princess Nokia,non-binary,,bisexuality,,L484,,she/her
1769115,Q16275118,Bianca Sierra,female,,lesbianism,,,,
1769513,Q21623286,Benjamin Thomas Watt,male,,gay,,,,
1769596,Q23760778,Andie Case,female,,bisexuality,,,,
1769697,Q25433528,Júlia Vasconcelos,female,,homosexuality,,,,
1769916,Q30089252,Hanna van Vliet,female,,lesbianism,,,,
1770886,Q2681643,Nicolas Caeyers,male,,homosexuality,,,,
1771141,Q6700555,Luis Fenero,male,,homosexuality,,,,
1771404,Q15576453,Mia Malkova,female,,bisexuality,,,,
1772209,Q27464947,Ruby Tandoh,female,,bisexuality,,,,
1772706,Q63401663,Jeremy Pope,male,,bisexuality,,,,
1773320,Q1395624,Cara Delevingne,genderfluid,,pansexuality,,,,
1774106,Q17153342,Kaytranada,male,,gay,,,,
1775215,Q67955236,Mary Moody,female,,bisexuality,,,,
1775216,Q68057157,Mawaan Rizwan,male,,homosexuality,,,,
1775680,Q41173,Demi Lovato,non-binary,,pansexuality,,L371,,they/them
1777614,Q60709223,hbomberguy,male,,bisexuality,,,,
1777735,Q70437467,Aloïse Sauvage,female,,lesbianism,,,,
1777835,Q79191890,Lauren Patten,female,,bisexuality,,,,
1778842,Q16011483,Édouard Louis,male,,homosexuality,,,,
1780953,Q7169410,Pernille Harder,female,,lesbianism,,,,
1781283,Q17036829,Sebastià Portell Clar,male,,homosexuality,,,,
1782683,Q4235,Miley Cyrus,genderfluid,,pansexuality,,,,
1782900,Q2110752,Mélanie Henique,female,,homosexuality,,,,
1782942,Q3276669,Loui Sand,transgender male,,lesbianism,,,,
1784275,Q55834823,Félix Maritaud,male,,homosexuality,,,,
1785603,Q9168509,Belle Brockhoff,female,,lesbianism,,,,
1786460,Q19841091,Li Ying,female,,homosexuality,,,,
1787964,Q51724798,Larry King,transgender person,,non-heterosexuality,,,,
1787965,Q51724798,Larry King,transgender person,,gay,,,,
1787966,Q51724798,Larry King,male,,non-heterosexuality,,,,
1787967,Q51724798,Larry King,male,,gay,,,,
1788531,Q61313174,James Scully,male,,gay,,,,
1788688,Q63883179,Q63883179,male,,gay,,,,
1788972,Q66309731,Raveena Aurora,female,,bisexuality,,,,
1789031,Q67019082,Jarry Lee,female,,bisexuality,,,,
1789052,Q67599625,Curdin Orlik,male,,homosexuality,,,,
1790863,Q106408583,iilluminaughtii,female,,bisexuality,,,,
1794206,Q3073053,Letitia de Jong,female,,non-heterosexuality,,,,
1795402,Q24053769,McKenzie Berryhill,female,,lesbianism,,,,
1796507,Q83655047,Cole Doman,male,,homosexuality,,,,
1797863,Q21622180,Carl Nassib,male,,homosexuality,,,,
1797939,Q23696660,Andy Brennan,male,,homosexuality,,,,
1798461,Q51168906,Jens Van Goethem,male,,homosexuality,,,,
1798675,Q66715738,Abigail Thorn,transgender female,,bisexuality,,L484,,she/her
1800190,Q19864989,Victoria Monét,female,,bisexuality,,,,
1800753,Q42150367,Eddy de Pretto,male,,homosexuality,,,,
1802609,Q19873202,Stefania Ferrario,female,,bisexuality,,,,
1803246,Q43089385,Hansol,male,,asexuality,,,,
1803906,Q99196693,Kayla Braxton,female,,bisexuality,,,,
1803928,Q102657295,Sweet Amira,female,,bisexuality,,,,
1804033,Q539526,Luksika Kumkhum,female,,homosexuality,,,,
1804947,Q20807020,Erica Bougard,female,,non-heterosexuality,,,,
1805677,Q55973808,Darren Grimes,male,,gay,,,,
1806414,Q229263,Alyson Stoner,female,,pansexuality,,,,
1806446,Q724093,Lucas Cruikshank,male,,gay,,,,
1806825,Q16211498,Kawennáhere Devery Jacobs,female,,lesbianism,,,,
1808704,Q919634,Sam Kerr,female,,lesbianism,,,,
1809252,Q16236455,Ben Platt,male,,homosexuality,,,,
1809348,Q17296474,Magdalena Eriksson,female,,lesbianism,,,,
1811148,Q5696237,Anna Castillo,female,,homosexuality,,,,
1811439,Q16226604,Sarah Moore,female,,lesbianism,,,,
1812209,Q29168300,Brandon Flynn,male,,homosexuality,,,,
1812369,Q47452382,Julian Venonsky,male,,homosexuality,,,,
1812486,Q56162433,Marco Lehmann,male,,gay,,,,
1813993,Q23893181,Pabllo Vittar,male,,homosexuality,,,,
1813994,Q23893181,Pabllo Vittar,genderfluid,,homosexuality,,,,
1814212,Q28109988,Jeangu Macrooy,male,,homosexuality,,,,
1814542,Q55774425,Fernanda Pinilla,female,,lesbianism,,,,
1814647,Q62959277,Ronen Rubinstein,male,,bisexuality,,,,
1815289,Q4132067,Kiersey Clemons,female,,non-heterosexuality,,,,
1815383,Q6673296,Daniel Moreshet,male,,homosexuality,,,,
1815819,Q20128125,Luke Strong,male,,bisexuality,,,,
1816584,Q59268413,Dalton Harris,male,,pansexuality,,,,
1818879,Q23772371,Elijah Daniel,male,,gay,,,,
1818990,Q26250587,Carlos Peralta,male,,homosexuality,,,,
1819724,Q46382238,Lyle Muns,male,,homosexuality,,,,
1819897,Q51763850,Karlee Grey,female,,bisexuality,,,,
1820004,Q55510399,Connie Glynn,female,,bisexuality,,,,
1820607,Q62056871,Antoine Charbonneau-Demers,male,,gay,,,,
1820668,Q63435018,Chris Pueyo,male,,gay,,,,
1822732,Q105750191,Carline van Breugel,female,,bisexuality,,,,
1824598,Q22056369,Lenty Frans,female,,non-heterosexuality,,,,
1825294,Q60540556,Kevin Fret,male,,homosexuality,,,,
1825976,Q1976217,Alison Van Uytvanck,female,,homosexuality,,,,
1827302,Q24042644,Guillermo Rodríguez Godínez,male,,bisexuality,,,,
1827374,Q25935602,Sara Luvv,female,,lesbianism,,,,
1828492,Q548188,Joey Pollari,male,,homosexuality,,,,
1829106,Q17601283,Elena Linari,female,,lesbianism,,,,
1830353,Q60339195,Harry Derbidge,male,,gay,,,,
1830369,Q60758679,Duncan Laurence,male,,bisexuality,,,,
1830834,Q104531953,Tanerelle Stephens,female,,bisexuality,,,,
1830984,Q313885,Tom Daley,male,,homosexuality,,,,
1832043,Q23907342,Elettra Lamborghini,female,,bisexuality,,,,
1833361,Q105416230,Spartakus Santiago,male,,homosexuality,,,,
1833362,Q105416230,Spartakus Santiago,male,,gay,,,,
